fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,type,pHValue,taste
7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.99112,0.53,11.8,white,quite acidic,normal
9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.99136,0.55,11.6,white,very acidic,normal
7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.99132,0.61,11.8,white,very acidic,normal
6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.99642,0.37,10.6,white,quite acidic,bad
7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.99488,0.8,9.7,white,very acidic,bad
8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.99527,0.47,10.3,white,quite acidic,bad
7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.99578,0.44,10.2,white,very acidic,normal
6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.99352,0.44,10.1,white,quite acidic,good
5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.99199,0.68,10.9,white,acidic,good
5.8,0.15,0.28,0.8,0.037,43.0,127.0,0.99198,0.51,9.3,white,quite acidic,bad
6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.99756,0.54,10.2,white,quite acidic,normal
7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.99578,0.44,10.2,white,very acidic,normal
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,0.53,9.5,white,very acidic,bad
6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.99347,0.4,9.3,white,very acidic,bad
7.3,0.22,0.31,2.3,0.018,45.0,80.0,0.98936,0.34,12.9,white,very acidic,good
6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.99786,0.46,8.7,white,very acidic,bad
6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,0.57,9.4,white,midly acidic,bad
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,0.69,10.1,white,quite acidic,bad
7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,0.78,10.0,white,very acidic,bad
6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.99116,0.69,11.1,white,quite acidic,good
6.5,0.15,0.44,12.6,0.052,65.0,158.0,0.99688,0.7,10.3,white,quite acidic,good
7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.98974,0.41,12.2,white,quite acidic,normal
6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.99542,0.48,9.3,white,very acidic,normal
7.2,0.3,0.26,1.5,0.041,46.0,178.0,0.99154,0.56,11.3,white,very acidic,normal
7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.99118,0.65,10.8,white,very acidic,normal
8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.99044,0.39,11.2,white,extremly acidic,good
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,0.45,12.5,white,quite acidic,good
8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,0.49,9.3,white,quite acidic,bad
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,0.41,12.9,white,midly acidic,good
6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.99114,0.45,11.2,white,quite acidic,good
9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.99188,1.0,12.6,white,very acidic,normal
6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,0.49,9.3,white,quite acidic,bad
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,0.41,12.9,white,midly acidic,good
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.98892,0.41,12.9,white,midly acidic,good
7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.99704,0.36,9.5,white,quite acidic,good
7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,0.36,11.9,white,very acidic,normal
7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,0.66,10.3,white,extremly acidic,good
7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,0.66,10.3,white,extremly acidic,good
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.99094,0.68,11.2,white,very acidic,normal
6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.99014,0.31,12.0,white,very acidic,normal
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,0.4,9.6,white,very acidic,bad
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,0.42,9.2,white,quite acidic,normal
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.98944,0.33,12.9,white,very acidic,normal
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,0.59,9.3,white,extremly acidic,normal
7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,0.44,12.1,white,very acidic,normal
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,0.4,9.6,white,very acidic,bad
6.6,0.21,0.29,1.8,0.026,35.0,128.0,0.99183,0.48,11.2,white,quite acidic,normal
7.0,0.16,0.36,2.6,0.029,28.0,98.0,0.99126,0.37,11.2,white,very acidic,good
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.98944,0.33,12.9,white,very acidic,normal
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,0.46,9.2,white,quite acidic,bad
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,0.59,9.3,white,extremly acidic,normal
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,0.42,9.2,white,quite acidic,normal
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,0.5,9.3,white,very acidic,normal
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,0.36,10.7,white,quite acidic,normal
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,0.54,9.8,white,very acidic,normal
6.7,0.23,0.25,1.6,0.036,28.0,143.0,0.99256,0.54,10.3,white,quite acidic,normal
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,0.36,10.7,white,quite acidic,normal
5.7,0.23,0.28,9.65,0.025,26.0,121.0,0.9925,0.38,11.3,white,quite acidic,normal
6.5,0.22,0.5,16.4,0.048,36.0,182.0,0.99904,0.49,8.8,white,very acidic,normal
7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.99216,0.5,10.8,white,very acidic,bad
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,0.54,9.8,white,very acidic,normal
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,0.5,9.3,white,very acidic,normal
6.5,0.46,0.31,5.0,0.027,15.0,72.0,0.99165,0.6,11.5,white,quite acidic,good
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,0.41,8.8,white,quite acidic,bad
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,0.41,8.8,white,quite acidic,bad
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,0.41,8.8,white,quite acidic,bad
6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,0.38,9.4,white,very acidic,normal
6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.99562,0.38,9.4,white,very acidic,normal
7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,0.63,9.6,white,very acidic,normal
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,0.41,8.8,white,quite acidic,bad
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,0.48,9.3,white,quite acidic,normal
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,0.75,8.9,white,quite acidic,bad
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,0.75,8.9,white,quite acidic,bad
5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.99296,0.43,10.0,white,acidic,bad
6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,0.46,9.1,white,quite acidic,bad
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,0.48,9.3,white,quite acidic,normal
6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.99579,0.5,9.4,white,quite acidic,normal
7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,0.6,10.1,white,very acidic,normal
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,0.75,8.9,white,quite acidic,bad
6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.99518,0.4,10.8,white,quite acidic,normal
5.2,0.28,0.29,1.1,0.028,18.0,69.0,0.99168,0.54,10.0,white,quite acidic,normal
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,0.38,10.9,white,very acidic,normal
7.5,0.26,0.3,4.6,0.027,29.0,92.0,0.99085,0.38,12.0,white,very acidic,good
8.2,0.37,0.64,13.9,0.043,22.0,171.0,0.99873,0.8,9.3,white,extremly acidic,bad
7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,0.62,12.3,white,quite acidic,good
7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.99312,0.56,10.4,white,midly acidic,normal
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,0.38,10.9,white,very acidic,normal
6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,0.42,10.5,white,quite acidic,bad
5.3,0.2,0.31,3.6,0.036,22.0,91.0,0.99278,0.5,9.8,white,midly acidic,normal
6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.99092,0.46,10.5,white,very acidic,normal
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,0.51,9.9,white,very acidic,normal
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,0.69,11.4,white,quite acidic,good
6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.99858,0.51,9.2,white,very acidic,bad
7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,0.53,9.7,white,very acidic,bad
7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.99335,0.51,10.0,white,very acidic,bad
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,0.69,11.4,white,quite acidic,good
7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,0.49,10.3,white,very acidic,normal
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,0.51,9.9,white,very acidic,normal
6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.99092,0.46,10.5,white,very acidic,normal
7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.99532,0.47,9.8,white,very acidic,good
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,0.34,9.3,white,very acidic,bad
6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,0.47,12.4,white,very acidic,good
6.3,0.2,0.19,12.3,0.048,54.0,145.0,0.99668,0.42,9.3,white,very acidic,normal
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,0.34,9.3,white,very acidic,bad
8.0,0.23,0.28,2.7,0.048,49.0,165.0,0.9952,0.72,9.5,white,quite acidic,normal
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,0.4,10.5,white,very acidic,normal
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,0.4,10.5,white,very acidic,normal
6.7,0.44,0.22,4.3,0.032,19.0,99.0,0.99015,0.53,12.8,white,quite acidic,good
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,0.45,10.8,white,extremly acidic,normal
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,0.55,10.0,white,very acidic,normal
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,0.9,11.8,white,quite acidic,good
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.99693,0.55,10.0,white,very acidic,normal
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,0.9,11.8,white,quite acidic,good
6.8,0.17,0.36,1.4,0.036,38.0,108.0,0.99006,0.66,12.0,white,very acidic,normal
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,0.46,12.6,white,very acidic,normal
5.8,0.315,0.27,1.55,0.026,15.0,70.0,0.98994,0.4,11.9,white,quite acidic,good
5.9,0.17,0.28,0.7,0.027,5.0,28.0,0.98985,0.32,10.6,white,very acidic,bad
6.6,0.34,0.18,6.4,0.082,47.0,240.0,0.9971,0.48,9.2,white,midly acidic,bad
8.6,0.33,0.34,11.8,0.059,42.0,240.0,0.99882,0.52,10.0,white,very acidic,normal
5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.99477,0.46,9.2,white,quite acidic,bad
5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.99478,0.47,9.3,white,quite acidic,normal
7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.99576,0.54,10.2,white,quite acidic,normal
7.7,0.16,0.36,5.9,0.054,25.0,148.0,0.99578,0.54,10.2,white,quite acidic,normal
6.0,0.26,0.15,1.3,0.06,51.0,154.0,0.99354,0.51,8.7,white,very acidic,bad
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,0.42,10.7,white,quite acidic,bad
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.99084,0.34,12.1,white,very acidic,normal
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,0.37,9.5,white,very acidic,normal
6.4,0.27,0.29,10.8,0.028,17.0,118.0,0.99356,0.37,11.2,white,very acidic,normal
6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.98952,0.59,12.0,white,extremly acidic,normal
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,0.37,9.5,white,very acidic,normal
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.99084,0.34,12.1,white,very acidic,normal
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,0.42,10.7,white,quite acidic,bad
6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.99955,0.54,8.8,white,quite acidic,good
6.3,0.2,0.24,1.7,0.052,36.0,135.0,0.99374,0.66,10.8,white,lightly acidic,normal
6.2,0.29,0.32,3.6,0.026,39.0,138.0,0.9892,0.37,13.1,white,quite acidic,good
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,0.6,12.5,white,very acidic,good
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,0.33,11.7,white,very acidic,good
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,0.33,11.7,white,very acidic,good
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,0.33,11.6,white,very acidic,good
7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.99237,0.54,11.3,white,quite acidic,normal
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,0.6,12.5,white,very acidic,good
6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.99022,0.45,11.4,white,very acidic,bad
6.2,0.235,0.34,1.9,0.036,4.0,117.0,0.99032,0.44,12.2,white,midly acidic,bad
7.8,0.965,0.6,65.8,0.074,8.0,160.0,10.3898,0.69,11.7,white,quite acidic,normal
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.99587,0.59,10.4,white,quite acidic,normal
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,0.59,10.4,white,quite acidic,normal
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,0.59,10.4,white,quite acidic,normal
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,0.5,9.1,white,very acidic,bad
8.0,0.3,0.36,11.0,0.034,8.0,70.0,0.99354,0.41,12.2,white,very acidic,normal
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,0.5,9.1,white,very acidic,bad
6.9,0.4,0.42,6.2,0.066,41.0,176.0,0.99552,0.54,9.4,white,very acidic,bad
6.9,0.4,0.43,6.2,0.065,42.0,178.0,0.99552,0.53,9.4,white,very acidic,bad
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.99587,0.59,10.4,white,quite acidic,normal
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,0.49,9.2,white,quite acidic,bad
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,0.51,9.4,white,quite acidic,bad
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,0.53,13.5,white,quite acidic,good
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,0.4,9.4,white,very acidic,bad
6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,0.55,10.9,white,very acidic,good
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.98894,0.53,13.5,white,quite acidic,good
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,0.4,9.4,white,very acidic,bad
6.9,0.31,0.32,1.6,0.036,34.0,114.0,0.99068,0.45,11.4,white,very acidic,good
6.7,0.16,0.37,1.3,0.036,45.0,125.0,0.98964,0.51,12.4,white,very acidic,good
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,0.49,9.2,white,quite acidic,bad
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.99584,0.51,9.4,white,quite acidic,bad
5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9923,0.39,10.5,white,quite acidic,normal
5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.99437,0.38,11.5,white,quite acidic,good
6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,0.55,10.9,white,very acidic,good
7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.99238,0.44,10.8,white,quite acidic,normal
7.5,0.17,0.71,11.8,0.038,52.0,148.0,0.99801,0.46,8.9,white,very acidic,bad
7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.99802,0.46,8.9,white,very acidic,bad
7.0,0.27,0.48,6.1,0.042,60.0,184.0,0.99566,0.5,9.4,white,quite acidic,normal
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,0.73,12.2,white,midly acidic,good
7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.99066,0.47,12.1,white,extremly acidic,good
7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,0.66,10.9,white,very acidic,bad
6.7,0.16,0.34,1.6,0.026,27.0,109.0,0.9934,0.58,10.1,white,quite acidic,normal
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,0.73,12.2,white,midly acidic,good
6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.98912,0.38,13.0,white,quite acidic,good
6.6,0.36,0.24,0.9,0.038,15.0,72.0,0.99066,0.39,11.0,white,quite acidic,bad
7.2,0.17,0.41,1.6,0.052,24.0,126.0,0.99228,0.49,10.8,white,very acidic,bad
6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.98912,0.38,13.0,white,quite acidic,good
6.0,0.11,0.47,10.6,0.052,69.0,148.0,0.9958,0.34,9.3,white,extremly acidic,bad
6.0,0.21,0.34,2.0,0.042,63.0,123.0,0.99052,0.42,11.4,white,midly acidic,normal
6.7,0.325,0.82,1.2,0.152,49.0,120.0,0.99312,0.38,9.2,white,extremly acidic,bad
6.6,0.4,0.46,6.2,0.056,42.0,241.0,0.9968,0.6,9.9,white,midly acidic,bad
6.5,0.2,0.24,9.2,0.044,25.0,150.0,0.99502,0.44,10.5,white,quite acidic,bad
7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.99084,0.48,12.4,white,very acidic,normal
7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.99573,0.53,9.5,white,very acidic,normal
6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,0.5,10.5,white,very acidic,normal
6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.9959,0.48,9.1,white,quite acidic,normal
6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.99084,0.35,11.5,white,quite acidic,good
6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.99084,0.35,11.5,white,quite acidic,good
7.1,0.26,0.32,16.2,0.044,31.0,170.0,0.99644,0.37,11.2,white,very acidic,bad
6.6,0.22,0.34,11.6,0.05,59.0,140.0,0.99526,0.4,10.8,white,quite acidic,bad
6.6,0.45,0.43,7.2,0.064,31.0,186.0,0.9954,0.44,9.4,white,very acidic,bad
6.6,0.17,0.3,1.1,0.031,13.0,73.0,0.99095,0.58,11.0,white,very acidic,normal
7.2,0.44,0.28,3.4,0.048,22.0,112.0,0.99188,0.37,11.3,white,quite acidic,good
6.2,0.15,0.27,1.4,0.041,51.0,117.0,0.9909,0.38,11.2,white,quite acidic,normal
6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,0.5,10.5,white,very acidic,normal
6.5,0.22,0.45,8.0,0.053,52.0,196.0,0.9959,0.48,9.1,white,quite acidic,normal
7.3,0.26,0.3,9.3,0.05,35.0,154.0,0.99581,0.5,10.4,white,quite acidic,normal
6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.99132,0.58,11.2,white,very acidic,good
5.8,0.22,0.29,0.9,0.034,34.0,89.0,0.98936,0.36,11.1,white,very acidic,good
6.5,0.37,0.33,3.5,0.036,23.0,92.0,0.99136,0.38,11.2,white,very acidic,normal
5.5,0.375,0.38,1.7,0.036,17.0,98.0,0.99142,0.39,10.5,white,quite acidic,normal
5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.99232,0.45,10.0,white,quite acidic,normal
5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.99232,0.47,10.0,white,quite acidic,normal
8.0,0.22,0.31,5.6,0.049,24.0,97.0,0.993,0.42,10.9,white,very acidic,bad
6.5,0.22,0.29,7.4,0.028,16.0,87.0,0.99311,0.56,10.9,white,very acidic,good
6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.99132,0.58,11.2,white,very acidic,good
5.8,0.2,0.34,1.0,0.035,40.0,86.0,0.98993,0.42,11.7,white,midly acidic,bad
6.6,0.31,0.07,1.5,0.033,55.0,144.0,0.99208,0.42,10.0,white,very acidic,bad
7.7,0.43,0.37,10.0,0.169,22.0,210.0,0.99776,0.64,9.5,white,very acidic,bad
6.7,0.24,0.29,14.9,0.053,55.0,136.0,0.99839,0.52,9.0,white,very acidic,bad
7.3,0.23,0.34,9.3,0.052,19.0,86.0,0.99574,0.56,10.0,white,very acidic,bad
7.9,0.2,0.39,1.0,0.041,37.0,154.0,0.99093,0.43,11.9,white,very acidic,bad
5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,0.59,10.6,white,midly acidic,normal
6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.99278,0.4,11.0,white,very acidic,normal
6.9,0.33,0.26,5.0,0.027,46.0,143.0,0.9924,0.43,11.2,white,quite acidic,good
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.98984,0.6,12.0,white,midly acidic,good
6.6,0.29,0.31,3.9,0.027,39.0,96.0,0.99035,0.6,12.6,white,quite acidic,good
6.9,0.33,0.26,5.0,0.027,46.0,143.0,0.9924,0.43,11.2,white,quite acidic,good
6.6,0.21,0.36,0.8,0.034,48.0,113.0,0.99165,0.68,10.5,white,quite acidic,normal
7.3,0.21,0.33,1.0,0.037,66.0,144.0,0.9923,0.52,10.2,white,very acidic,normal
6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.99278,0.4,11.0,white,very acidic,normal
5.1,0.11,0.32,1.6,0.028,12.0,90.0,0.99008,0.52,12.2,white,midly acidic,normal
6.5,0.15,0.32,1.3,0.036,19.0,76.0,0.98964,0.41,12.3,white,very acidic,normal
5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.99156,0.59,10.6,white,midly acidic,normal
5.6,0.19,0.46,1.1,0.032,33.0,115.0,0.9909,0.5,10.4,white,quite acidic,normal
5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.98984,0.6,12.0,white,midly acidic,good
6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,0.53,12.7,white,very acidic,good
6.2,0.23,0.23,1.2,0.018,18.0,128.0,0.99178,0.28,10.6,white,very acidic,bad
6.0,0.17,0.29,5.0,0.028,25.0,108.0,0.99076,0.34,12.3,white,very acidic,normal
6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,0.53,12.7,white,very acidic,good
6.7,0.15,0.38,1.7,0.037,20.0,84.0,0.99046,0.53,11.4,white,very acidic,normal
4.2,0.17,0.36,1.8,0.029,93.0,161.0,0.98999,0.89,12.0,white,acidic,good
5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.98946,0.94,12.4,white,quite acidic,good
5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.98976,0.99,12.1,white,quite acidic,good
6.7,0.15,0.38,1.7,0.037,20.0,84.0,0.99046,0.53,11.4,white,very acidic,normal
6.4,0.22,0.31,13.9,0.04,57.0,135.0,0.99672,0.38,10.7,white,quite acidic,bad
6.5,0.15,0.55,5.9,0.045,75.0,162.0,0.99482,0.4,9.3,white,extremly acidic,bad
5.9,0.32,0.33,2.1,0.027,35.0,138.0,0.98945,0.42,12.7,white,quite acidic,normal
5.7,0.37,0.3,1.1,0.029,24.0,88.0,0.98883,0.39,11.7,white,very acidic,normal
7.9,0.25,0.35,6.7,0.039,22.0,64.0,0.99362,0.49,10.7,white,extremly acidic,bad
7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.99075,0.43,11.8,white,extremly acidic,good
7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.99436,0.39,9.9,white,quite acidic,bad
6.8,0.475,0.33,3.95,0.047,16.0,81.0,0.98988,0.53,13.4,white,quite acidic,good
7.0,0.28,0.32,7.75,0.032,30.0,114.0,0.99158,0.64,12.8,white,very acidic,good
6.9,0.4,0.3,10.6,0.033,24.0,87.0,0.99265,0.45,12.8,white,very acidic,normal
6.6,0.41,0.31,1.6,0.042,18.0,101.0,0.99195,0.41,10.5,white,very acidic,bad
6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.99168,0.55,11.5,white,quite acidic,bad
8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,0.37,10.5,white,very acidic,bad
8.4,0.36,0.36,11.1,0.032,21.0,132.0,0.99313,0.39,13.0,white,extremly acidic,normal
5.2,0.285,0.29,5.15,0.035,64.0,138.0,0.9895,0.34,12.4,white,very acidic,good
6.9,0.2,0.3,4.7,0.041,40.0,148.0,0.9932,0.35,10.2,white,very acidic,normal
6.7,0.42,0.46,9.7,0.054,67.0,234.0,0.99848,0.5,9.0,white,quite acidic,bad
6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,0.86,12.0,white,quite acidic,good
6.4,0.125,0.36,1.4,0.044,22.0,68.0,0.99014,0.5,11.7,white,very acidic,good
6.4,0.44,0.26,2.0,0.054,20.0,180.0,0.9952,0.57,10.0,white,midly acidic,bad
7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,0.54,10.3,white,quite acidic,bad
6.7,0.42,0.46,9.7,0.054,67.0,234.0,0.99848,0.5,9.0,white,quite acidic,bad
8.6,0.18,0.28,0.8,0.032,25.0,78.0,0.99104,0.38,11.1,white,extremly acidic,bad
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,0.46,9.0,white,quite acidic,bad
6.1,0.16,0.37,1.1,0.031,37.0,97.0,0.9922,0.58,10.5,white,midly acidic,normal
6.5,0.22,0.32,2.2,0.028,36.0,92.0,0.99076,0.59,11.9,white,quite acidic,good
6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.99622,0.5,9.4,white,quite acidic,bad
5.7,0.21,0.25,1.1,0.035,26.0,81.0,0.9902,0.52,11.4,white,quite acidic,normal
6.4,0.25,0.32,0.9,0.034,40.0,114.0,0.99114,0.58,10.8,white,quite acidic,good
7.6,0.31,0.26,1.7,0.073,40.0,157.0,0.9938,0.46,9.8,white,very acidic,bad
6.6,0.26,0.46,6.9,0.047,59.0,183.0,0.99594,0.45,9.3,white,quite acidic,bad
5.7,0.21,0.25,1.1,0.035,26.0,81.0,0.9902,0.52,11.4,white,quite acidic,normal
6.2,0.2,0.31,1.0,0.031,22.0,73.0,0.99035,0.52,11.3,white,quite acidic,normal
